id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
690,318.7,2011-12-20,Germany,462,unknown,31.553164848511848,-6.445045068393171,Kwa Hassan,2,Ruvuma,A,Morogoro,8,9,Hai,Moshono,0,False,GeoData Consultants Ltd,user-group,unknown,False,0,submersible,rope pump,submersible,water board,commercial,pay per bucket,other,milky,unknown,enough,enough,rainwater harvesting,shallow well,unknown,improved spring,hand pump
691,215.6,2011-07-11,Private,1534,unknown,29.528088934498392,-11.924543067019547,unknown,4,Ruvuma,B,Arusha,16,7,Moshi,Moshono,127,False,GeoData Consultants Ltd,private operator,Scheme A,False,2010,gravity,submersible,handpump,vwc,commercial,other,pay per bucket,soft,bad,dry,insufficient,shallow well,rainwater harvesting,groundwater,improved spring,communal standpipe
692,26.2,2013-10-19,Government,823,unknown,34.425129940290454,-2.562250572116131,unknown,7,Pangani,C,Dodoma,12,9,Moshi,Kijitonyama,254,True,GeoData Consultants Ltd,water board,unknown,False,0,motorpump,submersible,gravity,water board,commercial,monthly,monthly,fluoride,unknown,insufficient,insufficient,borehole,borehole,surface,dam,improved spring
693,204.7,2013-02-24,unknown,463,CES,33.52305493159838,-2.5698329479526247,Kwa Mama,1,Ruvuma,D,Morogoro,4,2,Hai,Kilimanjaro Central,401,False,GeoData Consultants Ltd,private operator,unknown,True,0,handpump,handpump,gravity,water board,commercial,monthly,pay per bucket,soft,unknown,enough,enough,borehole,spring,groundwater,improved spring,hand pump
694,73.6,2011-10-26,unknown,1060,CES,32.0701201907671,-4.876305995706563,Kwa Mama,9,Lake Victoria,D,Dar es Salaam,29,5,Kinondoni,Kilimanjaro Central,152,False,GeoData Consultants Ltd,water board,unknown,True,0,submersible,rope pump,motorpump,vwc,unknown,other,never pay,fluoride,unknown,enough,insufficient,shallow well,borehole,groundwater,hand pump,communal standpipe
695,213.5,2013-12-25,Private,255,DWE,33.6897858020646,-8.798480877002403,Kwa Hassan,7,Lake Nyasa,A,Arusha,14,2,Moshi,Kilimanjaro Central,198,True,GeoData Consultants Ltd,vwc,Scheme B,False,2010,motorpump,handpump,rope pump,vwc,commercial,never pay,other,fluoride,good,insufficient,insufficient,rainwater harvesting,shallow well,groundwater,communal standpipe,communal standpipe
696,443.1,2012-08-04,Government,832,CES,32.14616959421445,-7.221734046708855,Kwa Mzee,2,Lake Victoria,C,Dar es Salaam,2,2,Ilala,Kijitonyama,477,True,GeoData Consultants Ltd,water board,Scheme B,False,0,motorpump,handpump,submersible,user-group,commercial,other,other,soft,good,seasonal,dry,shallow well,rainwater harvesting,unknown,dam,hand pump
697,421.4,2013-07-27,Government,1753,CES,33.419160713017675,-1.1019203742291648,Kwa Mzee,1,Lake Nyasa,C,Dar es Salaam,19,6,Hai,Kijitonyama,169,False,GeoData Consultants Ltd,vwc,Scheme B,False,1980,motorpump,handpump,submersible,private operator,unknown,never pay,monthly,salty,good,seasonal,dry,spring,rainwater harvesting,groundwater,dam,communal standpipe
698,43.0,2012-10-10,Government,1354,DWE,32.77469249283559,-9.70735716954704,Kwa Mama,0,Ruvuma,A,Dodoma,3,3,Hai,Sinza,0,True,GeoData Consultants Ltd,water board,Scheme A,False,2010,handpump,handpump,submersible,water board,commercial,pay per bucket,monthly,soft,good,enough,enough,shallow well,rainwater harvesting,surface,hand pump,dam
699,398.0,2011-01-02,Private,898,WE,37.22527722940811,-0.8818402314393481,Kwa Hassan,9,Wami/Ruvu,C,Dar es Salaam,6,5,Hai,Kilimanjaro Central,267,True,GeoData Consultants Ltd,water board,Scheme A,False,0,gravity,gravity,rope pump,private operator,unknown,never pay,other,unknown,unknown,seasonal,enough,rainwater harvesting,spring,unknown,communal standpipe,communal standpipe
700,365.1,2013-10-23,Germany,1162,CES,31.687749542112932,-11.862237131145285,Kwa Mzee,7,Lake Nyasa,A,Morogoro,29,6,Temeke,Kijitonyama,139,True,GeoData Consultants Ltd,vwc,unknown,True,2000,gravity,rope pump,rope pump,user-group,user-group,monthly,other,milky,good,dry,insufficient,rainwater harvesting,shallow well,surface,improved spring,improved spring
701,133.7,2012-10-15,World Bank,923,WE,34.92647411753867,-4.75219931786409,Kwa Hassan,9,Wami/Ruvu,C,Morogoro,16,9,Temeke,Kilimanjaro Central,391,True,GeoData Consultants Ltd,private operator,Scheme A,True,0,rope pump,handpump,rope pump,user-group,commercial,never pay,monthly,unknown,good,insufficient,seasonal,borehole,shallow well,groundwater,hand pump,communal standpipe
702,381.2,2011-07-05,unknown,569,DWE,32.14851949305064,-8.124655324253972,Kwa Mzee,6,Ruvuma,B,Arusha,24,9,Moshi,Machame Uroki,322,True,GeoData Consultants Ltd,private operator,unknown,True,2010,handpump,gravity,handpump,water board,unknown,other,pay per bucket,salty,bad,dry,enough,rainwater harvesting,spring,unknown,dam,hand pump
703,1671.7,2013-08-09,Germany,1248,DWE,36.61943910686347,-2.0658124873320816,Kwa Mzee,8,Pangani,A,Mwanza,5,6,Kinondoni,Moshono,101,True,GeoData Consultants Ltd,water board,Scheme B,False,2000,submersible,rope pump,gravity,vwc,user-group,monthly,never pay,fluoride,bad,enough,enough,borehole,spring,unknown,improved spring,improved spring
704,50.1,2012-11-02,Germany,470,WE,36.985470448943104,-8.764918472430027,Kwa Mama,6,Wami/Ruvu,A,Dar es Salaam,15,2,Ilala,Machame Uroki,137,False,GeoData Consultants Ltd,water board,Scheme A,True,1990,submersible,gravity,handpump,water board,commercial,other,never pay,fluoride,bad,enough,dry,borehole,spring,unknown,improved spring,improved spring
705,274.3,2011-08-03,Private,150,unknown,35.700603953010294,-6.01211396768249,Kwa Hassan,2,Pangani,B,Mwanza,29,7,Hai,Kijitonyama,142,False,GeoData Consultants Ltd,private operator,Scheme A,True,1990,submersible,gravity,submersible,vwc,commercial,pay per bucket,other,salty,unknown,enough,insufficient,shallow well,spring,surface,improved spring,dam
706,217.0,2013-04-10,Private,61,unknown,36.90630492901595,-9.400276380286346,Kwa Hassan,8,Lake Nyasa,B,Kilimanjaro,28,8,Hai,Moshono,292,True,GeoData Consultants Ltd,vwc,Scheme B,True,1990,submersible,handpump,handpump,vwc,commercial,pay per bucket,never pay,unknown,bad,dry,seasonal,shallow well,rainwater harvesting,surface,improved spring,improved spring
707,12.7,2011-06-21,Germany,1087,unknown,36.5038394139343,-3.9332296361572983,Kwa Hassan,0,Lake Victoria,B,Mwanza,14,9,Arusha DC,Kijitonyama,471,True,GeoData Consultants Ltd,vwc,Scheme B,False,2010,handpump,handpump,motorpump,user-group,user-group,monthly,pay per bucket,salty,unknown,seasonal,insufficient,rainwater harvesting,shallow well,surface,improved spring,communal standpipe
708,37.0,2011-10-06,Germany,181,unknown,31.704253456009617,-5.2601573693232595,unknown,7,Lake Victoria,D,Dar es Salaam,10,6,Hai,Moshono,167,True,GeoData Consultants Ltd,user-group,Scheme A,True,1980,rope pump,gravity,motorpump,private operator,unknown,other,monthly,unknown,good,dry,seasonal,spring,rainwater harvesting,groundwater,communal standpipe,dam
709,21.5,2011-10-05,Germany,1817,DWE,36.08326831112761,-7.074687452299381,unknown,9,Ruvuma,A,Mwanza,3,8,Temeke,Moshono,201,False,GeoData Consultants Ltd,private operator,Scheme B,True,0,handpump,rope pump,submersible,vwc,commercial,monthly,monthly,unknown,bad,insufficient,seasonal,spring,shallow well,groundwater,improved spring,communal standpipe
710,146.0,2012-05-13,unknown,1091,CES,30.001983088159182,-0.6430322605233361,Kwa Mama,1,Ruvuma,B,Dar es Salaam,19,5,Arusha DC,Machame Uroki,213,True,GeoData Consultants Ltd,private operator,Scheme B,False,2010,rope pump,motorpump,submersible,water board,commercial,monthly,never pay,soft,unknown,enough,seasonal,shallow well,borehole,groundwater,hand pump,dam
711,19.6,2011-03-16,World Bank,1912,WE,31.97708495368803,-1.3804597563249459,Kwa Mzee,7,Lake Nyasa,A,Dar es Salaam,17,7,Temeke,Machame Uroki,147,False,GeoData Consultants Ltd,water board,Scheme A,True,0,rope pump,handpump,rope pump,water board,unknown,never pay,other,milky,unknown,enough,insufficient,spring,rainwater harvesting,groundwater,communal standpipe,improved spring
712,274.5,2012-06-09,Germany,1334,CES,29.82807119594356,-11.874344023818683,Kwa Mzee,6,Lake Tanganyika,A,Dodoma,22,3,Temeke,Kilimanjaro Central,277,False,GeoData Consultants Ltd,vwc,Scheme B,True,0,submersible,submersible,submersible,vwc,unknown,other,never pay,milky,unknown,enough,insufficient,borehole,shallow well,surface,communal standpipe,dam
713,444.1,2012-09-04,Private,905,WE,34.40055705202322,-1.714802642873991,unknown,3,Pangani,D,Arusha,6,3,Ilala,Kijitonyama,441,True,GeoData Consultants Ltd,private operator,Scheme A,True,1980,rope pump,gravity,submersible,vwc,commercial,never pay,monthly,unknown,good,seasonal,enough,shallow well,spring,surface,improved spring,improved spring
714,76.7,2012-01-18,Germany,527,WE,35.8759383675104,-0.8684411783940895,unknown,8,Pangani,B,Dar es Salaam,17,8,Moshi,Machame Uroki,68,True,GeoData Consultants Ltd,private operator,Scheme A,True,1990,submersible,rope pump,submersible,user-group,unknown,other,pay per bucket,fluoride,bad,dry,enough,rainwater harvesting,rainwater harvesting,groundwater,communal standpipe,improved spring
715,592.0,2013-09-20,unknown,423,CES,30.56274496958853,-1.9828667786688143,Kwa Hassan,5,Lake Tanganyika,A,Kilimanjaro,18,6,Arusha DC,Sinza,0,True,GeoData Consultants Ltd,private operator,Scheme A,False,2000,submersible,motorpump,motorpump,vwc,unknown,monthly,pay per bucket,soft,unknown,dry,enough,spring,shallow well,surface,improved spring,hand pump
716,11.9,2011-01-07,unknown,896,WE,36.91129247678163,-3.4893207693292467,Kwa Mama,1,Pangani,C,Mwanza,12,1,Ilala,Kijitonyama,446,True,GeoData Consultants Ltd,private operator,Scheme B,False,0,handpump,rope pump,gravity,user-group,unknown,monthly,monthly,soft,unknown,dry,enough,spring,shallow well,groundwater,communal standpipe,hand pump
717,153.4,2011-04-01,Germany,599,DWE,35.7529764739943,-5.043697130818417,Kwa Mzee,9,Pangani,C,Mwanza,22,6,Ilala,Sinza,238,False,GeoData Consultants Ltd,vwc,Scheme A,False,1990,handpump,rope pump,handpump,user-group,commercial,monthly,never pay,milky,bad,insufficient,insufficient,rainwater harvesting,spring,groundwater,communal standpipe,hand pump
718,1030.5,2013-01-02,World Bank,1002,unknown,39.129613453566876,-10.519529323816815,Kwa Mama,4,Lake Tanganyika,D,Morogoro,3,2,Ilala,Sinza,282,False,GeoData Consultants Ltd,vwc,unknown,False,2010,motorpump,rope pump,gravity,user-group,user-group,pay per bucket,other,soft,bad,enough,dry,shallow well,rainwater harvesting,unknown,hand pump,improved spring
719,721.7,2011-06-01,Germany,970,unknown,39.147765557385355,-0.06407395799621796,Kwa Mzee,2,Pangani,B,Mwanza,18,5,Moshi,Machame Uroki,30,True,GeoData Consultants Ltd,vwc,Scheme B,True,0,rope pump,submersible,gravity,water board,commercial,other,other,milky,unknown,seasonal,dry,spring,shallow well,groundwater,dam,dam
720,83.0,2012-09-17,unknown,1463,CES,36.543006226391526,-7.378393146453646,Kwa Mama,4,Lake Nyasa,B,Arusha,8,6,Hai,Kilimanjaro Central,59,True,GeoData Consultants Ltd,vwc,Scheme A,True,2010,gravity,motorpump,motorpump,private operator,user-group,other,monthly,fluoride,unknown,seasonal,seasonal,rainwater harvesting,borehole,groundwater,improved spring,dam
721,20.7,2013-05-19,Germany,1267,CES,33.34302980432555,-10.85618846538607,unknown,1,Lake Nyasa,D,Dodoma,24,9,Kinondoni,Machame Uroki,267,False,GeoData Consultants Ltd,private operator,unknown,False,2010,submersible,motorpump,rope pump,vwc,unknown,other,never pay,fluoride,bad,enough,insufficient,spring,spring,surface,dam,improved spring
722,5.7,2013-11-19,World Bank,286,DWE,29.73097572251709,-6.435277591829015,Kwa Hassan,1,Lake Nyasa,D,Dodoma,25,4,Hai,Kijitonyama,265,False,GeoData Consultants Ltd,user-group,Scheme A,False,0,submersible,submersible,submersible,water board,unknown,other,pay per bucket,milky,unknown,dry,seasonal,borehole,shallow well,unknown,improved spring,communal standpipe
723,9.9,2012-11-03,Germany,722,CES,33.68432604644287,-9.541371787046469,Kwa Hassan,5,Lake Victoria,B,Dar es Salaam,29,1,Temeke,Sinza,479,True,GeoData Consultants Ltd,water board,Scheme A,False,2000,gravity,handpump,motorpump,private operator,commercial,other,other,milky,unknown,dry,insufficient,rainwater harvesting,shallow well,groundwater,communal standpipe,hand pump
724,104.3,2012-01-03,Government,1860,DWE,33.60939689379552,-8.732030740531705,Kwa Mama,2,Wami/Ruvu,A,Dar es Salaam,13,9,Ilala,Sinza,0,False,GeoData Consultants Ltd,vwc,Scheme B,False,2010,handpump,handpump,gravity,vwc,user-group,pay per bucket,other,soft,bad,enough,seasonal,shallow well,spring,groundwater,hand pump,hand pump
725,637.4,2012-04-03,unknown,861,WE,33.91470144023134,-0.6736127476528591,Kwa Mzee,1,Lake Tanganyika,D,Morogoro,26,7,Ilala,Kijitonyama,81,False,GeoData Consultants Ltd,user-group,unknown,False,1980,submersible,rope pump,motorpump,water board,commercial,other,never pay,soft,unknown,dry,dry,spring,rainwater harvesting,unknown,improved spring,improved spring
726,122.1,2012-04-07,Germany,953,DWE,31.58985298941147,-6.73675953739263,Kwa Hassan,3,Pangani,B,Mwanza,9,7,Arusha DC,Kilimanjaro Central,255,True,GeoData Consultants Ltd,vwc,Scheme B,False,0,handpump,rope pump,handpump,water board,unknown,other,other,milky,bad,dry,insufficient,shallow well,rainwater harvesting,surface,dam,communal standpipe
727,8.4,2013-08-07,unknown,1018,CES,37.86635318944134,-3.230044427199145,Kwa Hassan,1,Pangani,A,Dar es Salaam,2,1,Ilala,Kilimanjaro Central,311,True,GeoData Consultants Ltd,user-group,Scheme A,True,2000,submersible,submersible,submersible,private operator,commercial,pay per bucket,never pay,unknown,bad,insufficient,enough,spring,borehole,groundwater,improved spring,hand pump
728,206.7,2012-09-24,Private,1589,WE,29.841130102520232,-7.586678372044102,Kwa Mama,5,Ruvuma,B,Dodoma,22,2,Arusha DC,Kilimanjaro Central,15,True,GeoData Consultants Ltd,private operator,unknown,True,2010,motorpump,submersible,motorpump,user-group,user-group,pay per bucket,monthly,salty,bad,enough,insufficient,shallow well,spring,surface,hand pump,hand pump
729,421.7,2012-03-19,Government,1665,DWE,39.417712003375044,-1.746065329082736,Kwa Mzee,6,Pangani,A,Morogoro,17,4,Kinondoni,Kilimanjaro Central,155,False,GeoData Consultants Ltd,user-group,Scheme A,True,0,motorpump,motorpump,handpump,water board,unknown,other,never pay,soft,unknown,insufficient,insufficient,rainwater harvesting,spring,groundwater,dam,improved spring
730,142.6,2013-03-27,Government,926,DWE,35.266421110238625,-4.775189948117932,Kwa Mzee,6,Lake Victoria,C,Kilimanjaro,26,5,Ilala,Machame Uroki,127,False,GeoData Consultants Ltd,water board,Scheme A,False,2010,motorpump,handpump,rope pump,vwc,unknown,never pay,other,fluoride,good,seasonal,dry,shallow well,rainwater harvesting,groundwater,improved spring,hand pump
731,326.7,2013-12-08,Germany,586,CES,35.44698158958742,-3.381716726909918,unknown,4,Lake Victoria,A,Morogoro,9,5,Moshi,Moshono,379,True,GeoData Consultants Ltd,water board,unknown,True,2010,motorpump,rope pump,submersible,private operator,user-group,monthly,never pay,salty,good,dry,dry,borehole,spring,surface,hand pump,improved spring
732,5.4,2013-04-16,Germany,1221,CES,35.01918233526293,-1.2167546118010542,Kwa Hassan,2,Lake Nyasa,B,Mwanza,16,1,Ilala,Machame Uroki,0,True,GeoData Consultants Ltd,water board,Scheme A,True,1980,submersible,motorpump,handpump,water board,unknown,never pay,pay per bucket,unknown,good,dry,dry,shallow well,spring,groundwater,hand pump,improved spring
733,19.8,2011-10-15,unknown,1546,WE,37.74586134455939,-4.429384599619656,unknown,2,Ruvuma,A,Kilimanjaro,8,4,Moshi,Sinza,301,True,GeoData Consultants Ltd,vwc,unknown,True,1980,rope pump,handpump,rope pump,user-group,user-group,other,pay per bucket,soft,unknown,enough,insufficient,shallow well,shallow well,unknown,improved spring,hand pump
734,19.0,2013-05-08,Private,1230,WE,34.485180795564595,-9.652468582222179,unknown,1,Lake Tanganyika,B,Dodoma,24,2,Ilala,Moshono,0,True,GeoData Consultants Ltd,private operator,unknown,False,1980,gravity,gravity,handpump,user-group,unknown,never pay,never pay,soft,good,enough,dry,rainwater harvesting,shallow well,unknown,communal standpipe,improved spring
735,35.5,2013-01-26,Government,401,unknown,34.92103579473758,-4.319626998394675,Kwa Mama,7,Wami/Ruvu,B,Kilimanjaro,21,4,Kinondoni,Sinza,178,True,GeoData Consultants Ltd,water board,unknown,False,2010,gravity,handpump,rope pump,vwc,unknown,pay per bucket,monthly,fluoride,bad,insufficient,dry,borehole,rainwater harvesting,surface,communal standpipe,dam
736,654.2,2011-12-27,Private,1125,WE,37.149098944607495,-5.642036295383241,Kwa Mzee,2,Lake Victoria,C,Morogoro,9,2,Kinondoni,Machame Uroki,413,False,GeoData Consultants Ltd,water board,unknown,True,1980,handpump,submersible,motorpump,vwc,user-group,monthly,pay per bucket,fluoride,bad,dry,enough,spring,rainwater harvesting,surface,dam,improved spring
737,47.2,2013-09-10,World Bank,245,DWE,31.03093452760001,-7.105766559899007,Kwa Mzee,0,Lake Tanganyika,A,Mwanza,14,9,Temeke,Machame Uroki,376,False,GeoData Consultants Ltd,private operator,Scheme B,True,1980,rope pump,handpump,submersible,user-group,commercial,pay per bucket,other,soft,unknown,dry,insufficient,borehole,spring,surface,hand pump,dam
738,231.3,2013-07-06,unknown,291,unknown,35.04782618812603,-6.679628152984716,Kwa Mzee,0,Lake Victoria,D,Kilimanjaro,6,5,Ilala,Sinza,150,False,GeoData Consultants Ltd,vwc,Scheme A,True,1980,handpump,rope pump,gravity,user-group,unknown,never pay,monthly,salty,bad,enough,enough,borehole,shallow well,groundwater,hand pump,dam
739,159.1,2011-03-20,Germany,1888,DWE,36.84462334141237,-6.058552046022557,unknown,3,Pangani,C,Dar es Salaam,27,5,Temeke,Sinza,412,False,GeoData Consultants Ltd,private operator,unknown,True,2000,submersible,gravity,gravity,vwc,user-group,never pay,never pay,salty,bad,dry,insufficient,shallow well,rainwater harvesting,unknown,dam,dam
740,954.9,2011-05-11,Germany,1125,DWE,31.19403664772905,-6.8429976618755415,unknown,5,Lake Victoria,D,Kilimanjaro,10,5,Kinondoni,Kilimanjaro Central,147,True,GeoData Consultants Ltd,water board,Scheme B,False,2010,gravity,rope pump,rope pump,user-group,commercial,monthly,monthly,fluoride,bad,insufficient,enough,shallow well,rainwater harvesting,unknown,dam,hand pump
741,192.7,2012-09-14,Private,1950,CES,30.382679184650467,-11.157383607850997,Kwa Mama,7,Wami/Ruvu,D,Dodoma,21,2,Arusha DC,Moshono,268,False,GeoData Consultants Ltd,private operator,unknown,True,2000,motorpump,submersible,motorpump,private operator,commercial,pay per bucket,pay per bucket,soft,bad,dry,insufficient,borehole,spring,unknown,improved spring,dam
742,3.3,2011-11-03,Germany,1584,DWE,30.327150156605462,-2.750890241758473,unknown,8,Lake Nyasa,A,Kilimanjaro,26,8,Arusha DC,Moshono,238,False,GeoData Consultants Ltd,user-group,Scheme B,False,0,submersible,submersible,submersible,user-group,commercial,other,other,salty,bad,seasonal,enough,borehole,spring,unknown,hand pump,hand pump
743,89.3,2011-02-24,Private,1706,WE,39.83603916365411,-2.278501663869614,Kwa Hassan,5,Lake Victoria,D,Mwanza,4,7,Arusha DC,Kijitonyama,497,True,GeoData Consultants Ltd,private operator,Scheme B,True,1980,rope pump,submersible,submersible,water board,commercial,other,monthly,soft,good,dry,insufficient,spring,borehole,groundwater,hand pump,dam
744,202.5,2012-12-18,Germany,1464,DWE,39.45027197056173,-0.4233222179331442,Kwa Mzee,3,Pangani,C,Arusha,18,2,Arusha DC,Sinza,262,False,GeoData Consultants Ltd,user-group,unknown,True,2010,motorpump,handpump,rope pump,water board,user-group,pay per bucket,never pay,milky,bad,dry,insufficient,spring,borehole,surface,hand pump,dam
745,246.7,2012-03-05,unknown,1556,unknown,32.787981495493376,-3.7244565420603664,Kwa Hassan,1,Wami/Ruvu,D,Dodoma,5,3,Moshi,Kijitonyama,146,True,GeoData Consultants Ltd,water board,unknown,True,0,submersible,handpump,motorpump,user-group,user-group,other,monthly,milky,bad,seasonal,seasonal,borehole,rainwater harvesting,groundwater,dam,communal standpipe
746,480.6,2011-12-23,Government,1293,CES,39.11132935285372,-1.7431345530592672,Kwa Hassan,6,Lake Victoria,C,Dar es Salaam,17,2,Arusha DC,Machame Uroki,411,False,GeoData Consultants Ltd,private operator,unknown,False,2000,handpump,gravity,handpump,user-group,user-group,other,never pay,fluoride,good,insufficient,dry,spring,shallow well,surface,improved spring,dam
747,7.3,2012-07-03,Private,132,CES,32.489140110187684,-5.115907372307227,Kwa Mama,8,Lake Nyasa,D,Mwanza,8,3,Ilala,Kijitonyama,2,False,GeoData Consultants Ltd,private operator,Scheme A,True,2000,submersible,gravity,rope pump,vwc,unknown,other,never pay,salty,bad,seasonal,dry,spring,borehole,unknown,hand pump,dam
748,356.6,2013-10-01,World Bank,1627,DWE,39.919271878508184,-11.596688467554209,Kwa Mzee,1,Lake Victoria,A,Dar es Salaam,5,4,Ilala,Sinza,197,True,GeoData Consultants Ltd,private operator,Scheme B,False,2010,gravity,rope pump,motorpump,vwc,unknown,never pay,pay per bucket,unknown,bad,seasonal,enough,borehole,rainwater harvesting,groundwater,improved spring,communal standpipe
749,820.2,2012-12-05,Private,1627,unknown,38.907376410791706,-5.622517859996378,unknown,8,Pangani,A,Mwanza,1,7,Temeke,Machame Uroki,205,True,GeoData Consultants Ltd,user-group,Scheme A,True,1990,motorpump,gravity,rope pump,vwc,unknown,monthly,other,salty,bad,insufficient,dry,rainwater harvesting,spring,surface,dam,improved spring
750,7.7,2013-04-13,Private,1023,DWE,30.304491420802727,-11.87445996755773,unknown,9,Ruvuma,B,Dodoma,16,1,Arusha DC,Machame Uroki,112,True,GeoData Consultants Ltd,private operator,Scheme A,True,2010,submersible,submersible,gravity,user-group,unknown,pay per bucket,other,milky,good,seasonal,seasonal,shallow well,borehole,surface,improved spring,communal standpipe
751,155.8,2012-03-13,unknown,1090,unknown,33.68401748820151,-11.212435508728648,Kwa Mama,9,Lake Tanganyika,C,Morogoro,20,1,Ilala,Kilimanjaro Central,23,True,GeoData Consultants Ltd,user-group,Scheme A,False,0,rope pump,motorpump,motorpump,water board,user-group,other,pay per bucket,salty,unknown,insufficient,enough,spring,borehole,groundwater,communal standpipe,hand pump
752,56.5,2012-02-09,Germany,218,DWE,34.45993949004651,-3.5480975796380996,unknown,0,Wami/Ruvu,B,Dar es Salaam,12,3,Moshi,Moshono,63,True,GeoData Consultants Ltd,vwc,Scheme A,False,0,rope pump,rope pump,gravity,vwc,commercial,monthly,never pay,salty,unknown,dry,insufficient,borehole,spring,unknown,communal standpipe,communal standpipe
753,356.7,2012-03-27,Government,1368,WE,33.227937878697055,-3.967400819056296,Kwa Mama,0,Lake Victoria,A,Dar es Salaam,19,1,Arusha DC,Kilimanjaro Central,126,False,GeoData Consultants Ltd,private operator,Scheme B,False,1980,rope pump,submersible,handpump,vwc,user-group,other,other,fluoride,unknown,seasonal,insufficient,borehole,shallow well,groundwater,hand pump,hand pump
754,175.2,2013-10-27,Government,796,WE,34.05069298792154,-3.0775139075715323,Kwa Mzee,5,Pangani,A,Dodoma,19,9,Kinondoni,Kilimanjaro Central,2,False,GeoData Consultants Ltd,private operator,Scheme A,False,2000,motorpump,rope pump,motorpump,vwc,commercial,never pay,other,fluoride,good,seasonal,seasonal,borehole,rainwater harvesting,unknown,hand pump,communal standpipe
755,116.4,2011-01-09,unknown,69,unknown,34.74835234591529,-7.651530944058229,Kwa Mama,1,Lake Victoria,B,Arusha,14,6,Temeke,Kijitonyama,0,True,GeoData Consultants Ltd,water board,unknown,False,2010,submersible,motorpump,motorpump,private operator,unknown,never pay,pay per bucket,unknown,bad,seasonal,insufficient,shallow well,rainwater harvesting,unknown,hand pump,hand pump
756,502.5,2012-01-13,World Bank,1034,unknown,38.621639823011975,-9.6846508859649,Kwa Mama,0,Lake Victoria,A,Arusha,3,6,Hai,Machame Uroki,390,True,GeoData Consultants Ltd,user-group,Scheme A,False,1980,rope pump,submersible,rope pump,water board,user-group,other,pay per bucket,salty,unknown,dry,seasonal,shallow well,spring,groundwater,improved spring,dam
757,718.7,2013-08-12,unknown,955,unknown,37.48331872744489,-7.8015173058038645,Kwa Mama,4,Pangani,C,Dodoma,28,6,Arusha DC,Sinza,51,True,GeoData Consultants Ltd,water board,Scheme A,False,2010,gravity,rope pump,submersible,private operator,user-group,pay per bucket,monthly,unknown,good,enough,dry,borehole,spring,groundwater,hand pump,improved spring
758,133.6,2012-12-08,Government,448,WE,38.823561993366134,-5.698930704873416,Kwa Hassan,9,Lake Nyasa,A,Morogoro,19,9,Temeke,Sinza,316,False,GeoData Consultants Ltd,user-group,Scheme A,False,0,gravity,motorpump,motorpump,private operator,unknown,never pay,monthly,unknown,good,dry,enough,shallow well,spring,surface,communal standpipe,dam
759,311.3,2012-10-21,Germany,230,DWE,36.91030238489406,-7.736390071728289,unknown,4,Lake Nyasa,C,Dar es Salaam,23,2,Arusha DC,Kijitonyama,121,True,GeoData Consultants Ltd,water board,Scheme A,True,2000,gravity,submersible,handpump,user-group,commercial,monthly,pay per bucket,soft,unknown,dry,dry,borehole,spring,groundwater,dam,hand pump
760,41.1,2011-11-05,Government,1633,DWE,36.06256584434202,-3.9473063240813246,Kwa Mzee,6,Ruvuma,A,Arusha,26,6,Ilala,Kilimanjaro Central,151,False,GeoData Consultants Ltd,water board,unknown,True,0,motorpump,rope pump,gravity,water board,unknown,pay per bucket,other,milky,good,insufficient,insufficient,borehole,spring,unknown,improved spring,improved spring
761,746.5,2012-07-19,Private,1523,CES,39.358804080660185,-2.230467773586465,Kwa Mzee,2,Ruvuma,D,Morogoro,12,9,Kinondoni,Moshono,271,False,GeoData Consultants Ltd,water board,Scheme A,True,0,handpump,motorpump,handpump,water board,unknown,never pay,other,fluoride,bad,enough,seasonal,shallow well,spring,unknown,communal standpipe,improved spring
762,72.0,2012-03-01,Germany,912,WE,35.02239451591714,-5.34486780030909,Kwa Mzee,6,Lake Tanganyika,D,Mwanza,6,9,Hai,Machame Uroki,98,True,GeoData Consultants Ltd,user-group,unknown,True,1980,handpump,motorpump,motorpump,vwc,commercial,never pay,other,unknown,unknown,insufficient,seasonal,borehole,shallow well,groundwater,dam,improved spring
763,88.8,2012-06-08,Germany,199,DWE,36.69059374976392,-5.457298974635394,Kwa Mama,1,Wami/Ruvu,D,Dodoma,12,8,Temeke,Sinza,425,True,GeoData Consultants Ltd,private operator,unknown,True,1990,submersible,handpump,handpump,private operator,unknown,monthly,pay per bucket,salty,unknown,seasonal,enough,rainwater harvesting,rainwater harvesting,groundwater,dam,communal standpipe
764,328.3,2011-06-10,Government,1667,CES,35.35306825550796,-8.354939220541068,Kwa Hassan,0,Lake Tanganyika,A,Morogoro,3,7,Hai,Sinza,277,False,GeoData Consultants Ltd,private operator,Scheme B,True,0,motorpump,motorpump,submersible,user-group,commercial,never pay,pay per bucket,salty,good,dry,enough,shallow well,borehole,unknown,improved spring,dam
