id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
1891,40.8,2011-08-22,World Bank,1687,DWE,37.059180843583945,-6.113493285213148,Kwa Hassan,3,Wami/Ruvu,A,Arusha,10,6,Hai,Moshono,486,True,GeoData Consultants Ltd,water board,unknown,False,0,rope pump,motorpump,gravity,user-group,unknown,monthly,never pay,milky,unknown,dry,insufficient,rainwater harvesting,borehole,groundwater,dam,dam
1892,134.4,2012-02-10,Government,0,CES,32.99651912429015,-8.469701021701024,unknown,8,Pangani,D,Dodoma,25,3,Moshi,Sinza,237,False,GeoData Consultants Ltd,user-group,Scheme A,False,2000,gravity,gravity,handpump,water board,unknown,never pay,pay per bucket,fluoride,bad,enough,dry,shallow well,borehole,groundwater,hand pump,communal standpipe
1893,32.3,2012-03-22,Private,1006,DWE,31.35137342225063,-0.7238911336092038,Kwa Mama,6,Pangani,C,Dodoma,9,2,Kinondoni,Kijitonyama,242,False,GeoData Consultants Ltd,water board,Scheme B,False,2000,motorpump,submersible,submersible,user-group,unknown,never pay,never pay,fluoride,bad,insufficient,seasonal,spring,rainwater harvesting,surface,improved spring,communal standpipe
1894,154.4,2013-09-22,unknown,256,unknown,37.23960488952208,-6.4587481403541025,Kwa Hassan,2,Ruvuma,A,Mwanza,24,1,Temeke,Kilimanjaro Central,60,False,GeoData Consultants Ltd,vwc,unknown,True,2000,motorpump,motorpump,gravity,user-group,commercial,monthly,never pay,salty,good,dry,dry,spring,spring,unknown,dam,dam
1895,467.5,2011-01-07,World Bank,636,WE,32.09442383362369,-1.341978220222428,Kwa Mama,4,Lake Tanganyika,D,Mwanza,26,9,Kinondoni,Sinza,149,False,GeoData Consultants Ltd,water board,Scheme B,False,2000,handpump,submersible,gravity,water board,commercial,never pay,other,soft,unknown,dry,insufficient,shallow well,borehole,surface,dam,improved spring
1896,7.0,2012-09-09,World Bank,1007,unknown,37.84403898682522,-5.149916389549501,Kwa Hassan,5,Lake Victoria,A,Arusha,9,8,Arusha DC,Machame Uroki,440,True,GeoData Consultants Ltd,user-group,Scheme A,False,0,handpump,motorpump,motorpump,water board,unknown,other,other,salty,unknown,seasonal,seasonal,spring,spring,groundwater,improved spring,dam
1897,30.6,2012-03-18,unknown,521,DWE,36.4382971934442,-0.735081022888961,Kwa Mzee,3,Lake Tanganyika,D,Dar es Salaam,18,3,Hai,Kijitonyama,80,False,GeoData Consultants Ltd,vwc,Scheme A,False,2000,handpump,motorpump,rope pump,user-group,unknown,pay per bucket,pay per bucket,milky,unknown,seasonal,enough,shallow well,borehole,unknown,dam,communal standpipe
1898,189.1,2013-12-11,Government,0,unknown,39.89922583736887,-2.478110434008167,unknown,3,Wami/Ruvu,B,Dodoma,3,6,Hai,Kilimanjaro Central,0,False,GeoData Consultants Ltd,vwc,unknown,False,2000,rope pump,gravity,submersible,private operator,unknown,pay per bucket,other,milky,good,enough,insufficient,spring,rainwater harvesting,groundwater,hand pump,hand pump
1899,451.4,2011-07-18,Government,671,WE,37.773934955432786,-11.33523560494738,Kwa Hassan,0,Lake Nyasa,C,Kilimanjaro,14,9,Kinondoni,Moshono,60,True,GeoData Consultants Ltd,user-group,Scheme B,False,0,gravity,motorpump,motorpump,vwc,unknown,never pay,pay per bucket,soft,bad,dry,enough,shallow well,shallow well,groundwater,dam,improved spring
1900,43.5,2012-04-06,Government,146,WE,30.010968032077464,-1.2875648371673556,Kwa Mzee,0,Wami/Ruvu,C,Dodoma,10,2,Hai,Kijitonyama,1,False,GeoData Consultants Ltd,water board,Scheme B,True,2010,motorpump,gravity,rope pump,private operator,user-group,other,pay per bucket,unknown,bad,insufficient,dry,shallow well,spring,surface,communal standpipe,communal standpipe
1901,354.8,2012-02-10,unknown,234,DWE,34.849518505248895,-4.961988921223429,Kwa Mama,3,Ruvuma,A,Mwanza,5,8,Temeke,Machame Uroki,430,True,GeoData Consultants Ltd,user-group,unknown,True,0,motorpump,motorpump,submersible,water board,unknown,never pay,other,salty,unknown,insufficient,enough,shallow well,borehole,surface,improved spring,dam
1902,62.1,2012-01-03,Germany,1446,unknown,32.13890101083748,-8.89902434998223,unknown,3,Wami/Ruvu,B,Dar es Salaam,10,2,Ilala,Sinza,100,False,GeoData Consultants Ltd,private operator,Scheme A,True,1980,submersible,submersible,handpump,water board,commercial,pay per bucket,pay per bucket,milky,unknown,dry,insufficient,shallow well,shallow well,groundwater,improved spring,communal standpipe
1903,5.8,2011-09-12,Germany,987,unknown,36.933321992650676,-0.3162832725120559,Kwa Mzee,8,Wami/Ruvu,C,Arusha,23,4,Kinondoni,Sinza,384,False,GeoData Consultants Ltd,vwc,Scheme A,False,0,motorpump,rope pump,submersible,private operator,unknown,other,monthly,milky,good,seasonal,dry,borehole,rainwater harvesting,unknown,communal standpipe,hand pump
1904,414.7,2011-03-22,Germany,583,DWE,31.33441826272543,-7.278907086477226,Kwa Mzee,3,Ruvuma,B,Morogoro,28,2,Hai,Kijitonyama,109,False,GeoData Consultants Ltd,vwc,Scheme B,True,2000,gravity,rope pump,handpump,user-group,user-group,pay per bucket,other,salty,unknown,dry,seasonal,shallow well,rainwater harvesting,groundwater,communal standpipe,communal standpipe
1905,186.8,2011-07-20,Germany,0,WE,30.49059036073055,-3.6887568297080193,Kwa Mama,8,Lake Tanganyika,A,Arusha,5,4,Hai,Machame Uroki,298,True,GeoData Consultants Ltd,water board,Scheme B,False,2010,rope pump,motorpump,motorpump,private operator,unknown,pay per bucket,never pay,fluoride,good,dry,seasonal,spring,spring,groundwater,dam,hand pump
1906,206.3,2012-02-12,Germany,293,WE,29.919762281166573,-10.851987260263066,Kwa Hassan,4,Ruvuma,A,Arusha,5,8,Ilala,Moshono,498,False,GeoData Consultants Ltd,user-group,unknown,False,2010,handpump,gravity,submersible,private operator,user-group,pay per bucket,other,unknown,good,dry,seasonal,borehole,shallow well,groundwater,improved spring,improved spring
1907,258.3,2011-01-12,Government,1205,WE,37.50726359952216,-7.0651194539578395,unknown,2,Lake Victoria,D,Dodoma,2,7,Arusha DC,Machame Uroki,0,True,GeoData Consultants Ltd,private operator,Scheme A,False,2000,gravity,rope pump,rope pump,water board,commercial,other,pay per bucket,salty,bad,enough,dry,spring,rainwater harvesting,surface,communal standpipe,dam
1908,226.2,2013-01-09,Government,1516,unknown,36.64636901152237,-7.326933466448845,Kwa Mzee,1,Lake Nyasa,B,Arusha,15,7,Hai,Moshono,3,True,GeoData Consultants Ltd,private operator,Scheme B,False,1980,submersible,handpump,rope pump,private operator,commercial,pay per bucket,other,milky,bad,seasonal,enough,rainwater harvesting,rainwater harvesting,groundwater,hand pump,hand pump
1909,236.7,2011-04-18,Germany,1220,WE,30.570044915590763,-6.909314197030412,Kwa Mzee,2,Wami/Ruvu,B,Mwanza,28,3,Temeke,Moshono,439,False,GeoData Consultants Ltd,private operator,Scheme A,True,2000,submersible,handpump,submersible,user-group,unknown,never pay,monthly,unknown,bad,dry,seasonal,shallow well,borehole,surface,hand pump,dam
1910,457.9,2013-04-17,unknown,1996,unknown,32.63934739466638,-7.606896440057737,Kwa Mzee,1,Lake Victoria,A,Dodoma,4,6,Kinondoni,Kilimanjaro Central,168,True,GeoData Consultants Ltd,user-group,Scheme A,False,0,rope pump,submersible,handpump,user-group,commercial,never pay,pay per bucket,salty,good,seasonal,dry,rainwater harvesting,rainwater harvesting,surface,hand pump,hand pump
1911,572.8,2012-02-26,unknown,908,DWE,33.46584422437133,-10.5063618926945,Kwa Hassan,8,Wami/Ruvu,A,Dodoma,28,7,Temeke,Machame Uroki,262,True,GeoData Consultants Ltd,private operator,unknown,True,2010,gravity,rope pump,rope pump,user-group,unknown,never pay,pay per bucket,fluoride,good,dry,dry,spring,spring,unknown,improved spring,hand pump
1912,61.4,2012-10-09,Private,117,DWE,29.369800112420428,-10.50935467099899,Kwa Hassan,7,Pangani,B,Mwanza,7,2,Ilala,Moshono,402,False,GeoData Consultants Ltd,water board,unknown,False,2010,motorpump,rope pump,submersible,private operator,user-group,other,pay per bucket,unknown,bad,insufficient,insufficient,spring,rainwater harvesting,unknown,improved spring,improved spring
1913,1070.9,2013-07-07,World Bank,352,DWE,30.813426714887335,-6.819943190710617,Kwa Hassan,7,Wami/Ruvu,B,Dar es Salaam,22,3,Moshi,Kilimanjaro Central,137,True,GeoData Consultants Ltd,vwc,Scheme B,False,1980,rope pump,rope pump,gravity,private operator,user-group,monthly,never pay,soft,good,insufficient,enough,borehole,rainwater harvesting,unknown,communal standpipe,hand pump
1914,428.4,2011-12-18,Private,0,CES,29.393993577675328,-4.60855113723335,Kwa Mama,9,Pangani,A,Kilimanjaro,13,3,Arusha DC,Moshono,423,True,GeoData Consultants Ltd,water board,unknown,False,1980,handpump,motorpump,gravity,water board,unknown,other,never pay,fluoride,unknown,enough,dry,borehole,borehole,unknown,dam,dam
1915,132.2,2013-09-09,unknown,0,DWE,32.02694080760744,-2.7944538422378464,Kwa Hassan,7,Lake Nyasa,A,Arusha,8,2,Ilala,Sinza,132,False,GeoData Consultants Ltd,vwc,Scheme B,False,2010,handpump,rope pump,gravity,water board,commercial,other,monthly,milky,good,seasonal,seasonal,rainwater harvesting,spring,unknown,dam,hand pump
1916,919.6,2011-09-10,unknown,782,CES,36.19372717431387,-1.1524042174044329,Kwa Mzee,3,Wami/Ruvu,D,Morogoro,29,3,Kinondoni,Moshono,491,True,GeoData Consultants Ltd,water board,Scheme A,True,2000,handpump,rope pump,motorpump,private operator,commercial,never pay,monthly,milky,unknown,seasonal,dry,shallow well,shallow well,groundwater,improved spring,communal standpipe
1917,769.6,2013-03-19,World Bank,1398,DWE,35.94572230446427,-11.660982041245537,Kwa Hassan,9,Lake Tanganyika,B,Dar es Salaam,4,8,Temeke,Machame Uroki,193,True,GeoData Consultants Ltd,water board,Scheme A,True,2010,gravity,rope pump,submersible,private operator,unknown,monthly,never pay,salty,bad,dry,enough,shallow well,borehole,groundwater,improved spring,hand pump
1918,251.8,2012-01-20,Germany,198,CES,36.424552737440514,-6.504268074850766,Kwa Hassan,0,Lake Tanganyika,B,Arusha,6,3,Moshi,Machame Uroki,269,False,GeoData Consultants Ltd,vwc,Scheme A,False,0,submersible,gravity,gravity,vwc,unknown,other,monthly,soft,unknown,dry,seasonal,shallow well,rainwater harvesting,groundwater,communal standpipe,hand pump
1919,230.4,2013-01-25,Government,1055,unknown,39.10484814618866,-1.5859270443503135,unknown,8,Wami/Ruvu,A,Morogoro,1,9,Kinondoni,Sinza,450,True,GeoData Consultants Ltd,vwc,Scheme B,False,2010,handpump,submersible,motorpump,water board,commercial,monthly,other,milky,unknown,enough,insufficient,shallow well,spring,groundwater,hand pump,improved spring
1920,405.9,2013-10-18,Government,332,unknown,30.113485203003798,-2.989095624904044,unknown,3,Lake Victoria,A,Dodoma,20,8,Arusha DC,Kilimanjaro Central,350,False,GeoData Consultants Ltd,user-group,Scheme B,True,1980,motorpump,handpump,motorpump,user-group,user-group,pay per bucket,other,salty,bad,enough,insufficient,shallow well,rainwater harvesting,surface,communal standpipe,hand pump
1921,255.1,2012-07-12,unknown,1079,DWE,34.70001846126992,-3.5358206224940645,Kwa Mzee,0,Lake Nyasa,C,Morogoro,28,5,Moshi,Sinza,0,False,GeoData Consultants Ltd,vwc,unknown,True,0,gravity,rope pump,motorpump,vwc,user-group,never pay,pay per bucket,unknown,bad,dry,dry,rainwater harvesting,rainwater harvesting,groundwater,improved spring,hand pump
1922,244.4,2013-07-03,Private,86,unknown,32.73679576194492,-11.885484151295188,Kwa Hassan,3,Wami/Ruvu,B,Dodoma,19,4,Ilala,Kijitonyama,484,True,GeoData Consultants Ltd,private operator,Scheme A,True,0,gravity,handpump,rope pump,vwc,unknown,other,monthly,salty,bad,enough,dry,spring,borehole,surface,improved spring,improved spring
1923,112.7,2011-10-01,Government,693,CES,38.953517186777546,-6.862982169945985,Kwa Mama,7,Lake Tanganyika,A,Morogoro,13,1,Moshi,Machame Uroki,97,False,GeoData Consultants Ltd,water board,Scheme B,True,1980,submersible,motorpump,submersible,user-group,commercial,never pay,other,salty,good,insufficient,dry,shallow well,shallow well,surface,hand pump,communal standpipe
1924,57.4,2013-02-12,Government,1790,WE,37.31783518439824,-0.27328548256128826,unknown,9,Lake Nyasa,C,Kilimanjaro,10,2,Moshi,Kijitonyama,0,True,GeoData Consultants Ltd,vwc,Scheme A,True,1980,handpump,submersible,submersible,user-group,user-group,monthly,never pay,fluoride,unknown,insufficient,dry,shallow well,spring,surface,communal standpipe,improved spring
1925,110.2,2013-02-09,Government,304,WE,36.1722639909638,-11.484878804948707,Kwa Hassan,1,Wami/Ruvu,B,Kilimanjaro,29,5,Moshi,Kijitonyama,424,False,GeoData Consultants Ltd,vwc,Scheme B,False,1980,rope pump,handpump,rope pump,vwc,commercial,never pay,pay per bucket,milky,good,seasonal,seasonal,borehole,shallow well,unknown,dam,improved spring
1926,413.3,2013-08-06,Germany,1840,unknown,36.69839257397753,-7.3836741572317415,Kwa Mzee,4,Lake Tanganyika,C,Mwanza,12,3,Hai,Sinza,250,False,GeoData Consultants Ltd,private operator,unknown,True,2010,handpump,submersible,handpump,private operator,user-group,monthly,monthly,fluoride,unknown,dry,dry,spring,rainwater harvesting,surface,improved spring,communal standpipe
1927,570.6,2011-05-16,Germany,0,unknown,36.691558469597375,-10.9341809611946,Kwa Mzee,7,Pangani,C,Dar es Salaam,12,9,Kinondoni,Moshono,411,False,GeoData Consultants Ltd,water board,Scheme A,False,1980,rope pump,submersible,rope pump,vwc,commercial,monthly,never pay,milky,unknown,dry,enough,borehole,rainwater harvesting,groundwater,dam,communal standpipe
1928,238.3,2013-08-13,Private,448,DWE,35.886331749069655,-10.708337221527799,Kwa Hassan,0,Lake Nyasa,B,Morogoro,7,5,Temeke,Sinza,174,False,GeoData Consultants Ltd,private operator,Scheme A,True,0,motorpump,motorpump,gravity,vwc,user-group,other,other,fluoride,good,dry,dry,borehole,spring,groundwater,dam,communal standpipe
1929,83.0,2011-04-06,Private,1377,DWE,30.713794115854135,-9.065383722927987,unknown,8,Wami/Ruvu,A,Dodoma,11,1,Kinondoni,Kilimanjaro Central,291,True,GeoData Consultants Ltd,user-group,Scheme A,True,0,motorpump,rope pump,submersible,private operator,user-group,monthly,pay per bucket,salty,unknown,seasonal,enough,rainwater harvesting,shallow well,unknown,improved spring,improved spring
1930,224.4,2013-12-08,unknown,1667,CES,34.96472214852322,-7.6864831351393015,Kwa Mama,7,Ruvuma,C,Dar es Salaam,28,4,Moshi,Moshono,249,True,GeoData Consultants Ltd,water board,Scheme A,True,1990,rope pump,rope pump,handpump,water board,unknown,pay per bucket,pay per bucket,unknown,unknown,insufficient,seasonal,spring,borehole,groundwater,improved spring,hand pump
1931,104.6,2013-04-15,Government,953,DWE,35.92781020275712,-5.337684611105773,Kwa Mama,1,Lake Tanganyika,B,Arusha,1,2,Hai,Moshono,201,False,GeoData Consultants Ltd,vwc,unknown,True,2010,rope pump,handpump,handpump,vwc,user-group,pay per bucket,never pay,soft,unknown,insufficient,enough,borehole,borehole,unknown,dam,communal standpipe
1932,344.1,2013-10-03,Government,1036,DWE,31.148092501793794,-0.6285663881155106,Kwa Mama,7,Pangani,A,Morogoro,2,5,Arusha DC,Kilimanjaro Central,101,False,GeoData Consultants Ltd,private operator,Scheme B,True,0,submersible,rope pump,submersible,vwc,user-group,pay per bucket,never pay,soft,good,enough,insufficient,rainwater harvesting,spring,surface,communal standpipe,improved spring
1933,42.7,2013-04-17,World Bank,583,WE,37.148657447704586,-7.35083563258403,Kwa Mzee,4,Lake Tanganyika,A,Dodoma,14,2,Kinondoni,Moshono,204,False,GeoData Consultants Ltd,user-group,unknown,False,0,motorpump,handpump,handpump,private operator,unknown,monthly,monthly,fluoride,good,dry,enough,shallow well,borehole,groundwater,communal standpipe,dam
1934,725.2,2013-10-07,Germany,40,DWE,31.36687043364328,-11.235051965799252,unknown,7,Pangani,A,Arusha,29,3,Arusha DC,Kijitonyama,471,False,GeoData Consultants Ltd,user-group,Scheme B,False,1980,gravity,submersible,motorpump,private operator,unknown,monthly,never pay,soft,bad,enough,insufficient,shallow well,shallow well,groundwater,dam,communal standpipe
1935,138.5,2012-06-23,unknown,169,CES,32.65343556900222,-6.062450472980521,Kwa Mzee,9,Ruvuma,C,Arusha,15,6,Hai,Machame Uroki,398,True,GeoData Consultants Ltd,water board,unknown,True,2010,handpump,rope pump,motorpump,user-group,commercial,never pay,never pay,unknown,unknown,insufficient,dry,spring,shallow well,groundwater,improved spring,communal standpipe
1936,87.9,2013-12-05,unknown,1393,CES,36.160293301865536,-2.7649864998563434,Kwa Mzee,6,Ruvuma,C,Kilimanjaro,10,6,Arusha DC,Kijitonyama,39,True,GeoData Consultants Ltd,user-group,Scheme A,True,1990,rope pump,handpump,rope pump,private operator,unknown,never pay,never pay,fluoride,bad,enough,enough,borehole,spring,groundwater,improved spring,hand pump
1937,100.4,2011-05-19,Germany,1582,DWE,33.98266993124005,-10.800698460377566,Kwa Mama,8,Lake Victoria,C,Arusha,22,5,Hai,Machame Uroki,270,False,GeoData Consultants Ltd,user-group,Scheme B,False,1980,motorpump,motorpump,motorpump,vwc,commercial,never pay,monthly,unknown,unknown,enough,dry,spring,borehole,unknown,communal standpipe,dam
1938,212.2,2012-07-12,Germany,604,DWE,30.88424357908244,-11.49001003320241,Kwa Mama,0,Ruvuma,A,Morogoro,8,2,Arusha DC,Sinza,245,True,GeoData Consultants Ltd,private operator,Scheme B,True,2010,handpump,gravity,gravity,water board,unknown,monthly,pay per bucket,salty,bad,seasonal,enough,rainwater harvesting,rainwater harvesting,unknown,hand pump,dam
1939,874.6,2011-02-08,World Bank,1712,CES,33.6695108226237,-2.376811378973697,unknown,4,Ruvuma,B,Mwanza,1,2,Arusha DC,Machame Uroki,53,False,GeoData Consultants Ltd,water board,unknown,True,1980,handpump,gravity,rope pump,private operator,unknown,never pay,other,fluoride,good,enough,seasonal,spring,shallow well,surface,dam,hand pump
1940,12.5,2013-04-19,Germany,971,CES,32.209167530121434,-7.716139647199615,Kwa Mama,6,Lake Tanganyika,C,Mwanza,2,4,Temeke,Machame Uroki,103,True,GeoData Consultants Ltd,user-group,Scheme B,True,0,motorpump,rope pump,submersible,vwc,unknown,monthly,pay per bucket,unknown,unknown,insufficient,seasonal,borehole,shallow well,surface,communal standpipe,improved spring
1941,95.5,2013-04-03,Private,142,CES,34.51001955207506,-5.331883540390552,Kwa Mzee,2,Lake Victoria,B,Morogoro,5,6,Hai,Kijitonyama,270,True,GeoData Consultants Ltd,vwc,unknown,False,1990,rope pump,rope pump,handpump,vwc,unknown,never pay,other,fluoride,unknown,seasonal,seasonal,borehole,shallow well,surface,improved spring,improved spring
1942,64.4,2012-07-04,World Bank,1188,WE,29.653871439576797,-11.297954380271332,unknown,3,Pangani,D,Morogoro,16,6,Ilala,Kijitonyama,5,True,GeoData Consultants Ltd,water board,unknown,True,0,gravity,submersible,handpump,private operator,commercial,other,never pay,salty,bad,dry,enough,shallow well,borehole,groundwater,dam,communal standpipe
1943,945.2,2012-06-06,Germany,1619,CES,36.38283059268441,-8.630915249422431,Kwa Hassan,0,Lake Victoria,A,Dar es Salaam,18,5,Hai,Kilimanjaro Central,143,True,GeoData Consultants Ltd,private operator,Scheme B,True,2010,rope pump,gravity,gravity,vwc,unknown,other,pay per bucket,milky,bad,seasonal,dry,rainwater harvesting,spring,groundwater,hand pump,communal standpipe
1944,233.7,2011-02-12,World Bank,680,unknown,33.255844856444305,-2.102624013925606,Kwa Mama,0,Lake Victoria,C,Kilimanjaro,16,3,Arusha DC,Machame Uroki,138,True,GeoData Consultants Ltd,vwc,unknown,True,1980,gravity,motorpump,rope pump,user-group,unknown,pay per bucket,pay per bucket,salty,good,dry,dry,spring,spring,groundwater,improved spring,dam
1945,185.6,2012-02-14,Private,127,WE,30.117961402652195,-10.909265844598233,Kwa Mama,7,Lake Nyasa,C,Arusha,27,8,Hai,Sinza,31,False,GeoData Consultants Ltd,user-group,Scheme A,False,0,handpump,rope pump,handpump,user-group,commercial,never pay,pay per bucket,salty,good,enough,dry,spring,borehole,surface,communal standpipe,communal standpipe
1946,23.4,2013-01-26,World Bank,1366,unknown,37.46465397603047,-3.6585304794941145,Kwa Mzee,2,Pangani,A,Dodoma,3,3,Kinondoni,Sinza,403,True,GeoData Consultants Ltd,private operator,unknown,True,1980,motorpump,rope pump,rope pump,user-group,user-group,other,pay per bucket,milky,bad,insufficient,insufficient,shallow well,spring,unknown,dam,dam
1947,625.4,2011-08-02,Private,562,WE,32.02877929890922,-11.60616866984177,unknown,6,Lake Victoria,D,Arusha,28,1,Temeke,Kijitonyama,348,True,GeoData Consultants Ltd,vwc,unknown,False,0,motorpump,submersible,gravity,vwc,user-group,other,other,fluoride,bad,enough,dry,borehole,shallow well,groundwater,hand pump,improved spring
1948,339.1,2013-04-02,Germany,941,CES,30.045803185929284,-9.644942837139356,Kwa Mama,8,Lake Tanganyika,A,Morogoro,11,5,Temeke,Kijitonyama,140,False,GeoData Consultants Ltd,user-group,Scheme B,False,0,submersible,motorpump,motorpump,vwc,user-group,pay per bucket,other,milky,bad,dry,dry,spring,shallow well,unknown,hand pump,improved spring
1949,307.4,2013-11-09,Germany,1877,unknown,35.80073959651405,-7.671557756700231,Kwa Hassan,8,Lake Victoria,C,Morogoro,10,5,Kinondoni,Kijitonyama,32,False,GeoData Consultants Ltd,user-group,Scheme B,False,2000,rope pump,rope pump,handpump,vwc,user-group,pay per bucket,never pay,salty,unknown,insufficient,insufficient,borehole,shallow well,groundwater,hand pump,communal standpipe
1950,7.6,2013-03-12,unknown,1301,unknown,34.79796274016623,-9.926197499943644,unknown,1,Lake Victoria,B,Mwanza,21,5,Kinondoni,Machame Uroki,0,False,GeoData Consultants Ltd,water board,Scheme B,True,2000,submersible,rope pump,motorpump,water board,unknown,never pay,monthly,unknown,bad,enough,seasonal,borehole,borehole,surface,hand pump,dam
1951,260.5,2013-07-25,unknown,1867,CES,37.63254982203435,-0.10804372943090534,unknown,8,Lake Tanganyika,D,Dar es Salaam,3,9,Hai,Machame Uroki,436,False,GeoData Consultants Ltd,private operator,Scheme B,True,2000,gravity,motorpump,submersible,vwc,user-group,monthly,monthly,milky,bad,insufficient,dry,spring,shallow well,unknown,dam,communal standpipe
1952,1593.7,2013-07-07,Private,100,DWE,35.78542960562004,-0.6518224182499353,unknown,7,Lake Nyasa,D,Kilimanjaro,12,7,Ilala,Moshono,136,False,GeoData Consultants Ltd,private operator,unknown,True,1980,handpump,rope pump,submersible,private operator,unknown,pay per bucket,monthly,unknown,good,insufficient,seasonal,borehole,spring,groundwater,dam,dam
1953,775.5,2013-07-11,unknown,1891,unknown,33.31097905986116,-8.931112853189699,Kwa Hassan,1,Lake Nyasa,C,Dar es Salaam,10,3,Ilala,Kilimanjaro Central,309,True,GeoData Consultants Ltd,user-group,Scheme B,False,2010,motorpump,rope pump,rope pump,water board,unknown,other,never pay,milky,good,enough,seasonal,shallow well,shallow well,groundwater,dam,communal standpipe
1954,1.8,2013-12-20,unknown,709,WE,36.897222479630784,-9.023752365268793,Kwa Hassan,9,Pangani,A,Mwanza,25,8,Moshi,Sinza,472,False,GeoData Consultants Ltd,water board,unknown,False,1980,handpump,rope pump,handpump,user-group,unknown,pay per bucket,other,unknown,unknown,insufficient,seasonal,borehole,borehole,surface,improved spring,dam
1955,275.0,2012-07-08,Private,44,unknown,29.769677702513185,-1.8153564627646546,Kwa Mama,7,Wami/Ruvu,D,Dodoma,19,5,Temeke,Sinza,486,False,GeoData Consultants Ltd,private operator,unknown,False,1980,handpump,motorpump,gravity,vwc,unknown,monthly,other,fluoride,bad,insufficient,seasonal,shallow well,spring,unknown,dam,hand pump
1956,13.2,2013-03-05,Germany,1065,WE,39.99578106992593,-1.3948194007838683,Kwa Mama,3,Pangani,C,Dodoma,23,8,Ilala,Kijitonyama,136,False,GeoData Consultants Ltd,private operator,Scheme B,False,2010,handpump,motorpump,handpump,vwc,commercial,monthly,never pay,milky,good,enough,seasonal,spring,shallow well,surface,communal standpipe,communal standpipe
1957,245.8,2012-02-04,World Bank,575,WE,38.6272959561332,-7.512468627244484,Kwa Hassan,6,Pangani,A,Mwanza,12,9,Ilala,Machame Uroki,315,True,GeoData Consultants Ltd,user-group,unknown,False,2010,handpump,submersible,handpump,water board,commercial,pay per bucket,never pay,fluoride,unknown,seasonal,seasonal,spring,rainwater harvesting,groundwater,improved spring,dam
1958,445.6,2013-02-02,Private,8,unknown,39.23881025661221,-9.505064460438106,unknown,1,Pangani,C,Dodoma,1,9,Temeke,Kijitonyama,370,True,GeoData Consultants Ltd,vwc,Scheme A,True,2010,gravity,gravity,handpump,user-group,commercial,monthly,other,unknown,good,seasonal,dry,rainwater harvesting,spring,unknown,improved spring,hand pump
1959,899.6,2011-04-24,Private,773,WE,39.65379733479639,-6.079135415209173,Kwa Mzee,5,Ruvuma,A,Arusha,10,6,Moshi,Moshono,400,True,GeoData Consultants Ltd,vwc,unknown,False,2010,handpump,submersible,motorpump,vwc,commercial,pay per bucket,pay per bucket,milky,bad,seasonal,insufficient,spring,shallow well,groundwater,dam,communal standpipe
1960,251.6,2012-10-19,World Bank,327,DWE,36.91976031791904,-7.490927709450439,Kwa Mzee,8,Lake Victoria,D,Dodoma,17,2,Moshi,Kijitonyama,52,False,GeoData Consultants Ltd,water board,unknown,True,0,handpump,submersible,gravity,user-group,commercial,never pay,pay per bucket,soft,unknown,insufficient,seasonal,rainwater harvesting,rainwater harvesting,groundwater,improved spring,communal standpipe
1961,174.9,2011-05-05,Private,479,WE,38.69936874441231,-6.176446434847196,Kwa Mama,3,Lake Victoria,C,Dar es Salaam,28,1,Temeke,Sinza,0,True,GeoData Consultants Ltd,user-group,Scheme B,False,2010,gravity,motorpump,submersible,private operator,commercial,monthly,other,salty,good,seasonal,dry,borehole,spring,unknown,dam,hand pump
1962,86.8,2013-10-21,Government,216,DWE,35.75180632387687,-0.2887704509260409,Kwa Hassan,5,Lake Nyasa,A,Morogoro,18,6,Hai,Sinza,93,False,GeoData Consultants Ltd,water board,Scheme A,False,1980,submersible,gravity,gravity,water board,unknown,pay per bucket,never pay,soft,bad,enough,dry,spring,shallow well,groundwater,hand pump,dam
1963,47.8,2012-12-18,Government,1511,CES,29.018860554810868,-1.895727121418636,unknown,3,Lake Tanganyika,A,Kilimanjaro,22,1,Arusha DC,Kijitonyama,365,True,GeoData Consultants Ltd,user-group,unknown,False,2000,motorpump,motorpump,handpump,water board,commercial,never pay,never pay,salty,bad,enough,enough,rainwater harvesting,rainwater harvesting,groundwater,communal standpipe,dam
1964,93.4,2012-11-11,World Bank,486,CES,31.744056599970307,-10.24566680232245,Kwa Hassan,1,Lake Nyasa,C,Dar es Salaam,13,4,Hai,Sinza,425,True,GeoData Consultants Ltd,private operator,Scheme B,False,2010,gravity,motorpump,handpump,user-group,unknown,other,never pay,fluoride,unknown,dry,seasonal,borehole,borehole,unknown,hand pump,communal standpipe
1965,210.5,2012-08-17,unknown,1350,DWE,37.21453990883789,-11.392775664015165,unknown,2,Wami/Ruvu,C,Mwanza,19,8,Temeke,Machame Uroki,0,False,GeoData Consultants Ltd,user-group,Scheme B,False,1980,gravity,rope pump,submersible,vwc,user-group,monthly,never pay,unknown,bad,dry,enough,borehole,shallow well,unknown,dam,communal standpipe
