Operator,Part,Trial,Measured Value
A,N/A,2,99.57015793942253
B,N/A,1,99.38393143162851
C,N/A,2,101.55932106453868
B,N/A,3,102.62061749223922
B,N/A,2,102.79136762157991
A,N/A,2,98.87566394684339
A,N/A,5,99.58155625251095
A,N/A,4,96.6331236155581
B,N/A,4,98.38825986700762
C,N/A,3,101.92970326619492
D,N/A,3,103.23116564709646
D,N/A,4,97.53130225624015
A,N/A,5,98.81507148169422
A,N/A,4,99.94718848608214
B,N/A,5,100.56032231763922
D,N/A,3,98.38079296015671
A,N/A,1,100.84812208892818
C,N/A,3,99.05232130585817
C,N/A,3,99.97109545824344
A,N/A,2,101.0925684960074
A,N/A,2,100.01284453962188
D,N/A,2,99.12722821894687
D,N/A,2,99.78078039214834
B,N/A,5,99.82327408158933
D,N/A,4,99.25997794023574
C,N/A,1,99.4824078746658
C,N/A,3,103.19729434100944
A,N/A,5,101.12183889588248
D,N/A,1,99.40903936394167
B,N/A,5,101.39390880902147
C,N/A,5,99.33236102048798
C,N/A,3,102.34624927517328
B,N/A,4,100.73928438439619
B,N/A,2,99.78539571199154
C,N/A,4,100.89543385162055
C,N/A,3,96.858247695863
B,N/A,3,97.74646506218039
C,N/A,3,97.61214998720189
A,N/A,1,100.28588618952742
A,N/A,4,103.46502999897018
B,N/A,4,104.46260029238526
D,N/A,5,101.27610220288152
B,N/A,5,101.00168894988892
B,N/A,5,96.39788453169452
D,N/A,3,98.91465240053196
D,N/A,4,98.42443249618353
D,N/A,3,98.75830480349777
A,N/A,1,99.66371236283042
C,N/A,5,99.05581884460574
A,N/A,3,96.04140037924843
C,N/A,3,101.49582051223507
A,N/A,1,97.85451394852039
C,N/A,2,100.4784937282223
A,N/A,4,104.14816533949994
D,N/A,2,98.16123081682716
B,N/A,5,94.93942495450734
A,N/A,3,99.42799155623977
C,N/A,1,102.20191926999715
D,N/A,1,103.91669490844119
A,N/A,4,97.54090081109517
A,N/A,2,100.99339844647304
D,N/A,4,99.0693790864399
A,N/A,3,99.78810329139174
B,N/A,4,105.28868669403407
A,N/A,1,96.9940593432097
B,N/A,1,100.50747932298914
B,N/A,5,100.93538634353087
D,N/A,5,102.1715726498787
A,N/A,3,100.19596630694178
D,N/A,2,100.6161010790082
A,N/A,4,99.21670286515642
A,N/A,3,100.53825388249021
C,N/A,5,99.31361544900518
A,N/A,4,101.2431437797121
D,N/A,5,99.26077932791273
B,N/A,4,100.75420078780438
A,N/A,2,99.94147437263004
C,N/A,3,102.25210050154433
D,N/A,4,99.89721255282302
A,N/A,1,96.45393506358624
D,N/A,1,102.52384300142798
C,N/A,4,98.18853539827477
C,N/A,4,98.69246732270236
D,N/A,4,98.80867741191301
A,N/A,1,102.74887618634163
B,N/A,1,95.72865157204261
C,N/A,4,106.27549706731999
A,N/A,5,102.1121136181321
A,N/A,5,100.44647782825832
B,N/A,2,99.89021199876743
C,N/A,3,100.57110814971531
C,N/A,5,101.04224485675867
A,N/A,1,101.29043117190011
A,N/A,5,101.1112089320069
B,N/A,2,100.1791613625105
B,N/A,2,99.60532315938535
C,N/A,3,99.69745343269298
D,N/A,5,99.61018343929464
C,N/A,1,102.26754019373413
A,N/A,1,101.18711344456172
C,N/A,4,94.11922273067144
D,N/A,1,101.31180155305952
B,N/A,3,100.38947238943754
D,N/A,3,99.96258248710821
D,N/A,1,99.22296309382223
D,N/A,1,102.24822543997203
B,N/A,4,101.89505292424572
D,N/A,1,98.45424466435279
D,N/A,4,100.81410457424907
D,N/A,4,98.05668653091743
A,N/A,1,97.24076367042214
D,N/A,2,98.74656555082007
B,N/A,2,101.72478694476551
D,N/A,4,101.90625009075217
D,N/A,1,101.02617084019458
B,N/A,2,101.45019157369599
D,N/A,1,101.03235657422992
B,N/A,1,98.7170368095541
D,N/A,1,100.86384508934788
B,N/A,5,101.60081905045537
D,N/A,1,101.50858265962715
D,N/A,5,102.37782674294928
A,N/A,4,101.41660769440213
A,N/A,2,100.70289641508316
D,N/A,2,102.14030047663286
D,N/A,2,99.94695748150188
C,N/A,2,98.23625069754456
